Unnamed: 0,names,id,url,mean_valence,mean_danceability,mean_energy,mean_acousticness,mean_speechiness,mean_instrumentalness,med_valence,med_danceability,med_energy,med_acousticness,med_speechiness,med_instrumentalness,sd_valence,sd_danceability,sd_energy,sd_speechiness,sd_instrumentalness,quant1_danceability,quant1_energy,quant1_acousticness,quant1_speechiness,quant1_instrumentalness,quant3_danceability,quant3_energy,quant3_acousticness,quant3_speechiness,quant3_instrumentalness,mean_popularity,med_popularity,sd_popularity,quant1_popularity,quant3_popularity
1252,Dinner with Friends,37i9dQZF1DX4xuWVBs4FgJ,https://open.spotify.com/playlist/37i9dQZF1DX4xuWVBs4FgJ,0.339479,0.56502,0.366485,0.6519607,0.059162,0.0393956197,0.3155,0.581,0.3515,0.707,0.0415,0.0,0.165708769294845,0.140618473720615,0.160424286792647,0.05239208780576,0.149960806162004,0.4875,0.2545,0.51225,0.0344,0.0,0.654,0.4605,0.869,0.0623,4.82e-05,59.07,59.0,10.4313581245796,52.0,66.0
1253,Downtempo Beats,37i9dQZF1DWWQp0YMTvpD3,https://open.spotify.com/playlist/37i9dQZF1DWWQp0YMTvpD3,0.328515068493151,0.629849315068493,0.519246575342466,0.379427397260274,0.0962315068493151,0.405765818082192,0.285,0.648,0.496,0.343,0.052,0.433,0.209708494550062,0.133193329749662,0.163380841799997,0.0920142257671671,0.359632646055137,0.572,0.402,0.0831,0.0402,0.00778,0.723,0.64,0.631,0.119,0.778,38.3835616438356,37.0,6.70329549340037,33.0,43.0
1254,Hot Acoustics,37i9dQZF1DWY8U6Zq7nvbE,https://open.spotify.com/playlist/37i9dQZF1DWY8U6Zq7nvbE,0.420072,0.5993,0.286159,0.76769,0.044349,0.0008216356,0.3665,0.5815,0.2845,0.8215,0.035,0.0,0.195535858438685,0.114943947692391,0.106637918564447,0.0416276775035965,0.0077383018754835,0.5215,0.19825,0.70775,0.031075,0.0,0.689,0.33525,0.88625,0.043325,1.49e-06,52.48,51.0,8.71487756133676,47.0,56.0
1255,Focus Piano,37i9dQZF1DWZIOAPKUdaKS,https://open.spotify.com/playlist/37i9dQZF1DWZIOAPKUdaKS,0.236679,0.35933,0.0575377,0.98859,0.044438,0.92442,0.213,0.36,0.04495,0.992,0.04135,0.926,0.150552191893172,0.100362379264928,0.0415634391314572,0.0113748950933113,0.0274800864539242,0.286,0.025175,0.98575,0.037525,0.91,0.42925,0.087825,0.995,0.04825,0.94675,58.72,59.0,5.17780812407113,55.0,62.0
1256,Alone Again,37i9dQZF1DWX83CujKHHOn,https://open.spotify.com/playlist/37i9dQZF1DWX83CujKHHOn,0.297184,0.53586,0.326724,0.649686,0.044816,0.0077048572,0.286,0.533,0.2855,0.7195,0.03915,7.8e-07,0.134709373278104,0.121755527888587,0.147977317015212,0.0200851286238534,0.0406454964543939,0.466,0.19375,0.4945,0.031825,0.0,0.62675,0.44475,0.896,0.046575,6.26e-05,57.8,57.0,9.94474530511835,52.0,62.75
1257,Halloween Teens,37i9dQZF1DX9nq0BqAtM4H,https://open.spotify.com/playlist/37i9dQZF1DX9nq0BqAtM4H,0.519342857142857,0.600457142857143,0.719285714285714,0.152541477142857,0.0876114285714286,0.0772179837142857,0.55,0.591,0.813,0.0372,0.0502,0.000107,0.193749981837896,0.137680222608329,0.219084803810087,0.084326737687851,0.193411934569063,0.511,0.538,0.005635,0.0409,0.0,0.7085,0.891,0.124,0.094,0.04125,52.0285714285714,53.0,22.2174887582438,38.0,72.0
1258,Hangover Friendly,37i9dQZF1DWUGsgkESc7qP,https://open.spotify.com/playlist/37i9dQZF1DWUGsgkESc7qP,0.306558,0.53983,0.298264,0.748151,0.045525,0.0333400861,0.3005,0.538,0.2855,0.84,0.03645,1.08e-05,0.168648862505036,0.120957297331652,0.15252699215999,0.0337298907543892,0.106586318723737,0.4625,0.19575,0.69125,0.03045,0.0,0.61575,0.36425,0.919,0.04355,0.0053725,51.1,50.5,14.2506423743215,42.75,62.25
1259,In the Arms of a Woman,37i9dQZF1DWTtOKhkK5Mem,https://open.spotify.com/playlist/37i9dQZF1DWTtOKhkK5Mem,0.339385,0.53991,0.389259,0.53506202,0.042537,0.0117134025,0.325,0.5475,0.3735,0.644,0.0308,5.9e-07,0.159835169752777,0.114681208996809,0.15356984729754,0.0516272139789891,0.0585798678475383,0.455,0.27775,0.24475,0.02845,0.0,0.618,0.4675,0.7975,0.039175,6.39e-05,65.13,67.0,12.6224547389311,58.0,75.25
1260,Instrumental Study,37i9dQZF1DX9sIqqvKsjG8,https://open.spotify.com/playlist/37i9dQZF1DX9sIqqvKsjG8,0.226742,0.36317,0.0537417,0.9893,0.042567,0.91763,0.198,0.363,0.0394,0.993,0.03995,0.9235,0.143636734686901,0.109987515820495,0.047292340274044,0.0092504988126494,0.032610234187098,0.281,0.018925,0.987,0.0372,0.90075,0.42925,0.0684,0.995,0.0477,0.94425,59.46,60.0,4.49111356014308,56.0,63.0
1261,Svensk jazz,37i9dQZF1DX4roJ565TJ33,https://open.spotify.com/playlist/37i9dQZF1DX4roJ565TJ33,0.361698666666667,0.48456,0.271750666666667,0.7551824,0.0424293333333333,0.419697597866667,0.323,0.476,0.282,0.824,0.0371,0.288,0.205445789189011,0.124487841585846,0.167087820713033,0.0179277888880479,0.416138821523942,0.4,0.136,0.677,0.03145,0.000571,0.582,0.379,0.91,0.0474,0.8705,23.48,22.0,9.55122745755465,17.0,27.5
1262,Keep Calm,37i9dQZF1DX5Ufz5ldo0J4,https://open.spotify.com/playlist/37i9dQZF1DX5Ufz5ldo0J4,0.135279,0.275985,0.0547621,0.95101,0.041139,0.90011,0.09185,0.2525,0.0315,0.985,0.0386,0.9145,0.12928126200676,0.154287103734524,0.0563177247570255,0.0103417843741012,0.0561863592849454,0.1685,0.01325,0.9575,0.0359,0.8755,0.35025,0.088,0.993,0.0436,0.93925,51.0,51.0,7.73683306389545,44.0,56.0
1263,Kitchen Swagger,37i9dQZF1DX2FsCLsHeMrM,https://open.spotify.com/playlist/37i9dQZF1DX2FsCLsHeMrM,0.602398,0.67342,0.58476,0.2352289,0.136487,0.019316658,0.5995,0.675,0.5805,0.182,0.06925,5.505e-05,0.203101372897199,0.121438530819822,0.148124239417559,0.128869199723494,0.0879183469749851,0.60625,0.4685,0.080325,0.0456,1.505e-06,0.767,0.69025,0.36475,0.19975,0.0013125,55.62,54.0,9.6491795851599,49.0,63.0
1264,Laidback Acoustic,37i9dQZF1DXc3FQfFV3K6V,https://open.spotify.com/playlist/37i9dQZF1DXc3FQfFV3K6V,0.355535,0.56559,0.254823,0.81998,0.044238,0.0067791736,0.353,0.578,0.2415,0.8655,0.03615,0.0,0.167180348619826,0.120253108067941,0.118330025438187,0.0322358160179548,0.0646858139285875,0.466,0.14975,0.76725,0.031475,0.0,0.66475,0.339,0.8995,0.044975,4.385e-06,52.48,51.0,6.14057543449038,48.0,57.0
1265,Late Night Jazz,37i9dQZF1DX4wta20PHgwo,https://open.spotify.com/playlist/37i9dQZF1DX4wta20PHgwo,0.21447,0.4474625,0.162425625,0.8722125,0.04140875,0.649413855,0.177,0.461,0.121,0.935,0.0376,0.8375,0.136124962507696,0.114087346478837,0.131032187560231,0.0162089223261352,0.335794217691432,0.37225,0.067725,0.844,0.034475,0.421,0.51775,0.2435,0.9775,0.0439,0.90225,47.625,47.0,6.12191539481442,43.0,51.0
1266,Lazy Chill Afternoon,37i9dQZF1DXdL58DnQ4ZqM,https://open.spotify.com/playlist/37i9dQZF1DXdL58DnQ4ZqM,0.245534,0.56481,0.3247077,0.5082405,0.046505,0.635854213,0.1585,0.5665,0.3135,0.5565,0.03625,0.826,0.227793256088041,0.147749562545286,0.151622887673246,0.0295587426606202,0.338373612720481,0.49925,0.2185,0.218,0.0307,0.359,0.65825,0.431,0.746,0.047875,0.8725,36.37,36.0,7.14588954390826,32.0,40.0
1267,Life Sucks,37i9dQZF1DX3YSRoSdA634,https://open.spotify.com/playlist/37i9dQZF1DX3YSRoSdA634,0.272111,0.4966,0.280813,0.7652796,0.044247,0.029057592,0.244,0.497,0.2555,0.846,0.03775,1.29e-06,0.135999451049843,0.119261024308832,0.141999616342489,0.0259820157498267,0.0964054414118623,0.425,0.18075,0.69825,0.03185,0.0,0.58875,0.361,0.9295,0.044375,0.0003155,57.67,55.0,13.478044248617,48.0,67.25
1268,Love In Paris,37i9dQZF1DX5SrscLLafXx,https://open.spotify.com/playlist/37i9dQZF1DX5SrscLLafXx,0.4849975,0.483145,0.370145,0.660575,0.0526625,0.03561465975,0.4475,0.445,0.397,0.7315,0.03475,4.92e-06,0.240677665585194,0.177029622249628,0.150960004806843,0.0829806115368261,0.142768237547308,0.37975,0.23675,0.4835,0.0303,0.0,0.602,0.4665,0.83425,0.0425,0.0004635,49.475,49.5,7.38323638299489,46.0,53.25
1269,Lounge - Soft House,37i9dQZF1DX82pCGH5USnM,https://open.spotify.com/playlist/37i9dQZF1DX82pCGH5USnM,0.314412,0.72142,0.55956,0.24931154,0.062499,0.8406967,0.281,0.723,0.569,0.1515,0.04585,0.877,0.210768339619257,0.0875553712247457,0.150094940997794,0.0600821432572427,0.143336715598255,0.65375,0.45425,0.045725,0.0373,0.83,0.79425,0.66575,0.399,0.058625,0.912,52.02,54.0,6.49005455145086,51.0,56.0
1270,Summer Throwback,37i9dQZF1DXd1MXcE8WTXq,https://open.spotify.com/playlist/37i9dQZF1DXd1MXcE8WTXq,0.70172875,0.6827375,0.7224,0.1725925,0.06410875,0.01323982925,0.7405,0.6985,0.758,0.09505,0.0455,1.225e-05,0.195878818256226,0.108349147742175,0.160158039037553,0.0475555323453073,0.0539848194453669,0.60075,0.61425,0.017175,0.03475,0.0,0.76225,0.85625,0.29925,0.074875,0.000762,68.3,68.5,10.2653404809521,60.0,77.0
1271,Meditate to the Sounds of Nature,37i9dQZF1DX1tuUiirhaT3,https://open.spotify.com/playlist/37i9dQZF1DX1tuUiirhaT3,0.068159,0.173377,0.1165713,0.879677,0.042963,0.904447,0.0405,0.164,0.1025,0.943,0.0414,0.9385,0.0571891847072045,0.0744573905063164,0.0805522872118515,0.0088716510824813,0.125202135921852,0.1225,0.04725,0.88275,0.0376,0.896,0.2235,0.17175,0.9805,0.045375,0.96225,51.73,51.0,4.17267445665392,49.0,54.25
1272,Motivation Mix,37i9dQZF1DXdxcBWuJkbcy,https://open.spotify.com/playlist/37i9dQZF1DXdxcBWuJkbcy,0.432253,0.65607,0.77703,0.10149092,0.073002,0.0148626349,0.414,0.673,0.7835,0.0534,0.0553,7.225e-06,0.185764831486403,0.0964922412749472,0.105004035997468,0.0642241922070372,0.0919882164117832,0.60625,0.71875,0.013,0.041,0.0,0.7195,0.85325,0.12475,0.0718,0.000176,63.07,61.5,9.25754401621301,56.75,69.25
1273,Love Ballads,37i9dQZF1DWYMvTygsLWlG,https://open.spotify.com/playlist/37i9dQZF1DWYMvTygsLWlG,0.28997,0.51749,0.39747,0.6008311,0.044233,0.0093725495,0.286,0.539,0.38,0.694,0.03485,2.205e-06,0.134371416137315,0.121990270766222,0.154653960750307,0.0337340521393054,0.054632376326536,0.422,0.2815,0.307,0.029875,0.0,0.607,0.49575,0.839,0.042975,6.425e-05,67.94,69.0,11.6009578148626,61.0,77.25
1274,Music for a Workday,37i9dQZF1DXcsT4WKI8W8r,https://open.spotify.com/playlist/37i9dQZF1DXcsT4WKI8W8r,0.391197,0.60828,0.49743,0.4221998,0.069856,0.0145032951,0.3695,0.6,0.475,0.3915,0.0429,1.335e-06,0.191052757775268,0.138040330806953,0.158280230648497,0.0596859378393066,0.0762925776351127,0.52075,0.3915,0.17225,0.0345,0.0,0.713,0.623,0.6475,0.0739,5.7225e-05,56.39,57.5,12.2027443510454,48.0,66.0
1275,Fest!,37i9dQZF1DWVcV87ePAqAq,https://open.spotify.com/playlist/37i9dQZF1DWVcV87ePAqAq,0.491363636363636,0.659060606060606,0.763969696969697,0.126067323232323,0.0727777777777778,0.0078971498989899,0.505,0.669,0.78,0.0673,0.0551,0.0,0.188147383313897,0.112051538632154,0.102657092615138,0.0591755250626465,0.0392717149692174,0.593,0.679,0.0227,0.041,0.0,0.7355,0.8455,0.1635,0.07525,1.945e-05,61.1515151515151,63.0,14.589179409554,53.5,71.5
1276,Pepplåtar till träningspasset,37i9dQZF1DX7CB1M7sBt21,https://open.spotify.com/playlist/37i9dQZF1DX7CB1M7sBt21,0.5480125,0.7008375,0.7503875,0.1090662125,0.07760125,0.004691336125,0.53,0.6975,0.773,0.0737,0.05495,0.0,0.167143347387652,0.0907586092788329,0.108861018554667,0.0580299802344672,0.0273278943291005,0.64675,0.687,0.0221,0.041575,0.0,0.754,0.82575,0.15025,0.0883,1.9925e-05,61.375,65.0,14.8139303240419,52.0,72.0
1277,Perfect Concentration,37i9dQZF1DWSluGMsH1R9r,https://open.spotify.com/playlist/37i9dQZF1DWSluGMsH1R9r,0.220054,0.3544,0.0493424,0.99049,0.041626,0.91632,0.192,0.365,0.03345,0.993,0.03955,0.9225,0.134979150967694,0.101992671552936,0.0451196816361718,0.0088201859848917,0.0298825580017386,0.289,0.01645,0.989,0.037175,0.89875,0.42525,0.0661,0.995,0.045525,0.9385,58.58,59.0,5.41076368328572,55.0,62.25
1278,Pop Right Now,37i9dQZF1DWVlLVXKTOAYa,https://open.spotify.com/playlist/37i9dQZF1DWVlLVXKTOAYa,0.387721,0.61442,0.49346,0.4641538,0.071449,0.00473526,0.361,0.6425,0.4875,0.488,0.0492,0.0,0.207430709518902,0.131579232956628,0.164777071318564,0.0609634391096894,0.0229160257461578,0.546,0.376,0.169,0.037075,0.0,0.70325,0.6235,0.706,0.072525,4.585e-05,68.45,67.5,10.3067840755397,61.75,74.0
1279,Powerwalk!,37i9dQZF1DX9BXb6GsGCLl,https://open.spotify.com/playlist/37i9dQZF1DX9BXb6GsGCLl,0.532525,0.6817375,0.681025,0.1623950875,0.0708325,0.0040898245,0.51,0.6855,0.672,0.1095,0.05315,0.0,0.186646146965897,0.0969931152130613,0.121692076128255,0.0465948570395022,0.0227414252827463,0.617,0.59325,0.0545,0.0425,0.0,0.735,0.78525,0.2125,0.0804,2.3075e-05,58.3,60.0,15.388965305197,47.75,70.25
1280,Psychedelic Rock,37i9dQZF1DWSDoVybeQisg,https://open.spotify.com/playlist/37i9dQZF1DWSDoVybeQisg,0.493912,0.39574,0.568538,0.2589218,0.05547,0.1251724796,0.494,0.3925,0.5715,0.1965,0.0371,0.00779,0.224771253009792,0.138487428148197,0.190952988006398,0.0557387720916573,0.213621180397535,0.26575,0.4705,0.0576,0.032175,0.000149,0.50375,0.7165,0.4615,0.054,0.13125,52.32,53.0,13.9714577855377,43.0,63.25
1281,Pure Rock & Roll,37i9dQZF1DWWRktbhJiuqL,https://open.spotify.com/playlist/37i9dQZF1DWWRktbhJiuqL,0.55808,0.48356,0.82289,0.0679107471,0.068915,0.0242080394,0.577,0.501,0.859,0.005875,0.05395,0.0003985,0.201553295455795,0.132381551401678,0.131923064126349,0.0452228318463364,0.0883503804524416,0.39175,0.75925,0.00104475,0.039325,6.505e-06,0.57025,0.91725,0.0535,0.07845,0.0082875,56.18,56.0,11.8818935334144,49.0,65.25
1282,Running to Rock 170-190 BPM,37i9dQZF1DWZUTt0fNaCPB,https://open.spotify.com/playlist/37i9dQZF1DWZUTt0fNaCPB,0.427042666666667,0.451626666666667,0.93136,0.0014783801333333,0.0847026666666667,0.0424285925333333,0.423,0.476,0.941,0.000123,0.0726,2.29e-05,0.165619672722756,0.100056980162702,0.0576519472960543,0.0429124658173184,0.127022404333976,0.4065,0.9105,3.23e-05,0.05475,1.32e-06,0.5235,0.9695,0.000951,0.1075,0.01575,44.8133333333333,44.0,11.4120530560875,38.0,53.5
1283,Peaceful Guitar,37i9dQZF1DX0jgyAiPl8Af,https://open.spotify.com/playlist/37i9dQZF1DX0jgyAiPl8Af,0.258903,0.57251,0.106614,0.97814,0.066597,0.90427,0.2475,0.5805,0.0944,0.9875,0.0622,0.925,0.112996753734545,0.100394423665014,0.0561188277882141,0.0193325363210847,0.0683327945285483,0.5265,0.068675,0.97175,0.055175,0.901,0.6395,0.13,0.992,0.07285,0.941,48.1,50.0,6.7651812073053,47.0,52.0
1284,Smooth Morning,37i9dQZF1DX6FpuSJJgdDF,https://open.spotify.com/playlist/37i9dQZF1DX6FpuSJJgdDF,0.263667,0.51034,0.280015,0.676717,0.035591,0.1527858345,0.215,0.5015,0.2815,0.7845,0.0325,0.0006625,0.185134103759268,0.133827736401327,0.144133632140946,0.0096659988797554,0.279033120531431,0.414,0.17,0.514,0.030425,3.8125e-05,0.60675,0.3685,0.89225,0.03745,0.137,42.36,42.0,14.9791235195569,28.0,53.0
1285,Sleep Tight,37i9dQZF1DWSUFOo47GEsI,https://open.spotify.com/playlist/37i9dQZF1DWSUFOo47GEsI,0.085232,0.167905,0.0332939,0.9467,0.041565,0.88475,0.0637,0.1555,0.0187,0.9725,0.0409,0.9045,0.0574324563854329,0.0776557872143396,0.038251471824723,0.0051986667871326,0.067236410139781,0.11825,0.0068075,0.93875,0.038475,0.853,0.1985,0.0417,0.987,0.0444,0.93125,61.51,64.0,7.16119593871912,57.0,67.0
1286,Songs to Sing in the Shower,37i9dQZF1DWSqmBTGDYngZ,https://open.spotify.com/playlist/37i9dQZF1DWSqmBTGDYngZ,0.4014,0.59785,0.58807,0.29281923,0.063627,0.0079021682,0.382,0.6095,0.606,0.239,0.0375,0.0,0.19006537365503,0.125020432673458,0.156084427749403,0.070876609033452,0.0547789674005426,0.52,0.47075,0.0801,0.02995,0.0,0.692,0.7105,0.4395,0.06085,1.17e-05,75.7,77.0,8.02584210000056,72.0,81.0
1287,SPA Treatment,37i9dQZF1DX4Q2SnB3glnP,https://open.spotify.com/playlist/37i9dQZF1DX4Q2SnB3glnP,0.059599,0.163918,0.0767798,0.916713,0.047315,0.8629,0.03895,0.1595,0.0449,0.9605,0.0434,0.9055,0.0539030957957299,0.0643274803115459,0.0774295993044291,0.0236936140866025,0.12367001547373,0.12,0.02,0.906,0.039275,0.829,0.19625,0.1035,0.982,0.04805,0.94075,52.53,53.0,7.87202565282837,47.0,58.0
1288,Spooning,37i9dQZF1DXawcx4otNoU1,https://open.spotify.com/playlist/37i9dQZF1DXawcx4otNoU1,0.28453,0.53933,0.38695,0.598502,0.047177,0.0356961686,0.259,0.5495,0.386,0.623,0.038,1.172e-05,0.163273393145028,0.136903937050028,0.160971624640475,0.0333788987205687,0.143539434042912,0.429,0.283,0.32625,0.0322,0.0,0.62925,0.47525,0.86075,0.048825,0.0014825,52.88,54.0,16.4760493450403,40.0,66.25
1289,Sunday Stroll,37i9dQZF1DWSSBwgXMlrMk,https://open.spotify.com/playlist/37i9dQZF1DWSSBwgXMlrMk,0.364381,0.58108,0.452709,0.5156166,0.056939,0.0118005828,0.363,0.595,0.454,0.5525,0.03955,1.54e-06,0.18327951369535,0.144668529522987,0.174030890730016,0.0555286638056455,0.0873296778539236,0.49325,0.32275,0.25425,0.032325,0.0,0.676,0.56825,0.79525,0.05525,0.00020475,55.63,55.5,14.2252123592819,45.75,65.0
1290,Svenska sommarklassiker,37i9dQZF1DX0ZFVMeJPr1Z,https://open.spotify.com/playlist/37i9dQZF1DX0ZFVMeJPr1Z,0.597613846153846,0.578030769230769,0.630430769230769,0.289536923076923,0.0480661538461538,0.0143820981538462,0.632,0.595,0.659,0.197,0.0345,5.46e-06,0.249536787040585,0.143461337260119,0.237384970119133,0.0452918117493489,0.0739432246423763,0.519,0.385,0.0497,0.0305,0.0,0.675,0.839,0.471,0.0412,0.00019,32.1230769230769,33.0,14.0707006003474,24.0,43.0
1291,Svensk Punk,37i9dQZF1DX4IkJGKNp9lO,https://open.spotify.com/playlist/37i9dQZF1DX4IkJGKNp9lO,0.51534,0.393575384615385,0.899138461538462,0.0294131603076923,0.0903830769230769,0.0743438832307692,0.512,0.42,0.931,0.00128,0.0647,1.69e-05,0.205250087393404,0.118316632958411,0.0922142337377812,0.066620859555282,0.231433706081792,0.314,0.87,0.000154,0.0492,0.0,0.476,0.952,0.0344,0.106,0.00196,13.5230769230769,13.0,6.95320899906046,9.0,18.0
1292,Pluggfokus,37i9dQZF1DX6DtDmlyZ4X7,https://open.spotify.com/playlist/37i9dQZF1DX6DtDmlyZ4X7,0.220799,0.35519,0.0556482,0.98891,0.045039,0.92341,0.179,0.347,0.04535,0.992,0.0418,0.925,0.139785557623819,0.111110346007467,0.0416599191719588,0.0118788913454059,0.0287518449122588,0.27675,0.026975,0.987,0.03815,0.90775,0.43425,0.071975,0.995,0.04895,0.95,57.4,58.0,6.95149137403135,54.0,62.0
1293,The Bachelor Party,37i9dQZF1DX2pto11EMGQc,https://open.spotify.com/playlist/37i9dQZF1DX2pto11EMGQc,0.500715,0.6767625,0.7824125,0.095174625,0.10536125,0.041787806875,0.498,0.6785,0.8075,0.0354,0.06385,3.07e-05,0.205102436339516,0.124987315179166,0.133277163735644,0.0987658815862357,0.155213103774258,0.59,0.71425,0.00752,0.041375,0.0,0.76075,0.87625,0.10005,0.11575,0.001925,70.3125,71.5,11.3154915094867,62.75,79.0
1294,The Black Power Mixtape 1967–1975,37i9dQZF1DX94QVAxB7Dum,https://open.spotify.com/playlist/37i9dQZF1DX94QVAxB7Dum,0.698484285714286,0.591671428571429,0.54,0.363255714285714,0.0665,0.060498244,0.728,0.582,0.516,0.2955,0.04315,1.91e-05,0.201486317466705,0.162301448057027,0.169813879359693,0.0582665713195253,0.197205916981439,0.484,0.41575,0.202,0.035825,0.0,0.71325,0.66725,0.5105,0.08485,0.0026575,53.3428571428571,55.0,12.4945039677286,45.0,60.0
1295,The New Waltz,37i9dQZF1DWZel4xa7wX1s,https://open.spotify.com/playlist/37i9dQZF1DWZel4xa7wX1s,0.395703333333333,0.5426,0.578016666666667,0.28866694,0.044205,0.028300037,0.3405,0.5445,0.5645,0.16,0.0341,1.262e-05,0.205534605083927,0.118791970281622,0.200155489698627,0.0299428292822126,0.0895985695242269,0.47625,0.4325,0.062775,0.0308,0.0,0.61125,0.75375,0.53125,0.0445,0.0045,43.8666666666667,45.0,16.3463225187504,33.0,55.0
1296,Throwback Party,37i9dQZF1DX7F6T2n2fegs,https://open.spotify.com/playlist/37i9dQZF1DX7F6T2n2fegs,0.666374,0.70164,0.78412,0.088271525,0.064666,0.0473772081,0.7245,0.7065,0.8055,0.0398,0.04515,9.775e-05,0.221383444318183,0.110246511660611,0.107405893034721,0.0480035377905008,0.15607175031717,0.643,0.72375,0.01075,0.037175,0.0,0.77725,0.857,0.118,0.07175,0.0072325,66.07,68.0,10.1406821438912,58.0,74.0
1297,Träning,37i9dQZF1DX4TXm6C4J2mM,https://open.spotify.com/playlist/37i9dQZF1DX4TXm6C4J2mM,0.439256,0.66755,0.79612,0.09509979,0.085021,0.0454312579,0.4575,0.684,0.8125,0.04555,0.0598,7.11e-05,0.191053394260834,0.111080312650739,0.112460298718609,0.0674006508600891,0.165284413847734,0.59075,0.73675,0.01165,0.0449,0.0,0.74275,0.883,0.12975,0.089,0.0017475,56.67,56.0,13.2421541474432,46.75,64.25
1298,Ultimate Halloween,37i9dQZF1DXarlH9zHuV0v,https://open.spotify.com/playlist/37i9dQZF1DXarlH9zHuV0v,0.465178333333333,0.548416666666667,0.764666666666667,0.133104416666667,0.083955,0.134947138666667,0.47,0.557,0.816,0.01725,0.0543,0.00056,0.222452546142567,0.148157530874412,0.197512554131498,0.0760498708475708,0.277164795186619,0.44575,0.64725,0.0024325,0.04095,1.9625e-06,0.6405,0.94025,0.15075,0.084625,0.084875,48.2333333333333,49.5,21.2637725392008,28.5,67.25
1299,Weekend Hangouts,37i9dQZF1DXdsy92d7BLpC,https://open.spotify.com/playlist/37i9dQZF1DXdsy92d7BLpC,0.500372727272727,0.690414141414141,0.644121212121212,0.254305151515152,0.0743575757575758,0.0135043963636364,0.507,0.693,0.653,0.195,0.052,2.56e-06,0.203526522274166,0.100689866350765,0.127960714054638,0.0553900751643843,0.0841175460888191,0.634,0.5545,0.06865,0.0376,0.0,0.7425,0.741,0.3975,0.0878,0.0002375,59.5959595959596,61.0,14.9262945576871,47.0,70.0
1300,Workday Lounge,37i9dQZF1DWT5lkChsPmpy,https://open.spotify.com/playlist/37i9dQZF1DWT5lkChsPmpy,0.269133,0.61741,0.283434,0.6671836,0.055849,0.84722,0.233,0.6445,0.273,0.7555,0.0406,0.878,0.184903713438736,0.150915930507048,0.124345050402483,0.0503359712232703,0.112059920839638,0.53725,0.1995,0.48025,0.035375,0.81775,0.70925,0.359,0.89225,0.055025,0.90925,46.14,47.0,5.72610538047309,41.0,50.0
1301,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,https://open.spotify.com/playlist/37i9dQZF1DX1lwxXvReaux,0.543865979381443,0.495164948453608,0.759185567010309,0.0758930793814433,0.0571546391752577,0.0373671350515464,0.577,0.492,0.783,0.015,0.0413,0.001,0.212775195769403,0.126505326008793,0.152832515212521,0.0485757184297072,0.104090460655211,0.406,0.667,0.00249,0.0328,4.82e-05,0.587,0.881,0.13,0.0635,0.0101,67.3505154639175,72.0,15.446170801848,62.0,78.0
1302,Workday Soul,37i9dQZF1DX4GMJS146m00,https://open.spotify.com/playlist/37i9dQZF1DX4GMJS146m00,0.600009,0.58825,0.50742,0.4314328,0.059965,0.0285043105,0.6165,0.5925,0.4785,0.4185,0.0396,3.01e-05,0.207139113014428,0.133535708159036,0.182672538060914,0.0613326834204697,0.118503987024898,0.49675,0.35375,0.20475,0.032475,0.0,0.6875,0.67925,0.63625,0.065075,0.001115,53.61,56.0,14.862939470272,44.0,64.0
1303,Women of Sweden,2EaYMuzaVSdPjJOqg77E2E,https://open.spotify.com/playlist/2EaYMuzaVSdPjJOqg77E2E,0.461905,0.5643,0.654869,0.246509722,0.073971,0.0481475807,0.4415,0.5885,0.672,0.0934,0.0408,6.97e-05,0.215338249017445,0.140438598682841,0.222344535038791,0.083492333519705,0.148183341956135,0.477,0.525,0.016125,0.032075,1.32e-06,0.65575,0.828,0.3875,0.0623,0.0037775,27.37,26.0,17.3074719661361,14.75,39.25
1304,Wake Up Happy,37i9dQZF1DX0UrRvztWcAU,https://open.spotify.com/playlist/37i9dQZF1DX0UrRvztWcAU,0.51475,0.65415,0.67143,0.2029278,0.074826,0.0092609848,0.498,0.663,0.6815,0.1465,0.0517,0.0,0.198372284181317,0.102167951942086,0.124136879079002,0.0668257656412207,0.0575733233887741,0.58575,0.595,0.054225,0.0412,0.0,0.7435,0.77725,0.2935,0.0767,6.4325e-06,58.67,56.5,11.4979620504301,49.0,68.0
1305,Kvinnor att ha koll på 2014,1m6DKwKNM1YLcm3OX6RzJg,https://open.spotify.com/playlist/1m6DKwKNM1YLcm3OX6RzJg,0.390247619047619,0.571904761904762,0.617049206349206,0.274204736507937,0.0831253968253968,0.0831059188888889,0.385,0.595,0.654,0.158,0.046,0.000419,0.205075505258777,0.154031701207766,0.20762234859585,0.0955413438091391,0.21089209368359,0.481,0.4645,0.01985,0.0335,1.905e-06,0.681,0.7935,0.458,0.0739,0.010665,11.7460317460317,7.0,11.2292364000411,3.0,19.0
1306,Made in Sweden,37i9dQZF1DX0ekBHz1NmKS,https://open.spotify.com/playlist/37i9dQZF1DX0ekBHz1NmKS,0.365122,0.58011,0.47278,0.45628438,0.066325,0.0080569765,0.333,0.5995,0.4885,0.4805,0.0418,1.77e-06,0.196182872109394,0.134465788897542,0.156363638595255,0.0567412599508337,0.0539617273160816,0.4885,0.3665,0.1955,0.033125,0.0,0.67,0.59175,0.7095,0.06415,3.9325e-05,47.73,48.0,12.2704004528266,42.75,55.0
